object_id,x,y
C2_central_grade_4_1,0.471,0.89
C2_central_grade_4_1,0.471,0.891
C2_central_grade_4_1,0.471,0.892
C2_central_grade_4_1,0.472,0.892
C2_central_grade_4_1,0.473,0.892
C2_central_grade_4_1,0.473,0.893
C2_central_grade_4_1,0.474,0.893
C2_central_grade_4_1,0.475,0.893
C2_central_grade_4_1,0.525,0.893
C2_central_grade_4_1,0.526,0.893
C2_central_grade_4_1,0.527,0.893
C2_central_grade_4_1,0.527,0.892
C2_central_grade_4_1,0.528,0.892
C2_central_grade_4_1,0.529,0.892
C2_central_grade_4_1,0.529,0.891
C2_central_grade_4_1,0.529,0.89
C2_central_grade_4_1,0.53,0.89
C2_central_grade_4_1,0.53,0.889
C2_central_grade_4_1,0.53,0.888
C2_central_grade_4_1,0.53,0.879
C2_central_grade_4_1,0.535,0.879
C2_central_grade_4_1,0.536,0.879
C2_central_grade_4_1,0.537,0.879
C2_central_grade_4_1,0.537,0.878
C2_central_grade_4_1,0.538,0.878
C2_central_grade_4_1,0.539,0.878
C2_central_grade_4_1,0.539,0.877
C2_central_grade_4_1,0.539,0.876
C2_central_grade_4_1,0.54,0.876
C2_central_grade_4_1,0.54,0.875
C2_central_grade_4_1,0.54,0.874
C2_central_grade_4_1,0.54,0.865
C2_central_grade_4_1,0.54,0.864
C2_central_grade_4_1,0.54,0.863
C2_central_grade_4_1,0.539,0.863
C2_central_grade_4_1,0.539,0.862
C2_central_grade_4_1,0.539,0.861
C2_central_grade_4_1,0.538,0.861
C2_central_grade_4_1,0.537,0.861
C2_central_grade_4_1,0.537,0.86
C2_central_grade_4_1,0.536,0.86
C2_central_grade_4_1,0.535,0.86
C2_central_grade_4_1,0.53,0.86
C2_central_grade_4_1,0.529,0.86
C2_central_grade_4_1,0.529,0.859
C2_central_grade_4_1,0.529,0.858
C2_central_grade_4_1,0.528,0.858
C2_central_grade_4_1,0.527,0.858
C2_central_grade_4_1,0.527,0.857
C2_central_grade_4_1,0.526,0.857
C2_central_grade_4_1,0.525,0.857
C2_central_grade_4_1,0.475,0.857
C2_central_grade_4_1,0.474,0.857
C2_central_grade_4_1,0.473,0.857
C2_central_grade_4_1,0.473,0.858
C2_central_grade_4_1,0.472,0.858
C2_central_grade_4_1,0.471,0.858
C2_central_grade_4_1,0.471,0.859
C2_central_grade_4_1,0.471,0.86
C2_central_grade_4_1,0.47,0.86
C2_central_grade_5_1,0.47,0.86
C2_central_grade_5_1,0.465,0.86
C2_central_grade_5_1,0.464,0.86
C2_central_grade_5_1,0.463,0.86
C2_central_grade_5_1,0.463,0.861
C2_central_grade_5_1,0.462,0.861
C2_central_grade_5_1,0.461,0.861
C2_central_grade_5_1,0.461,0.862
C2_central_grade_5_1,0.461,0.863
C2_central_grade_5_1,0.46,0.863
C2_central_grade_5_1,0.46,0.864
C2_central_grade_5_1,0.46,0.865
C2_central_grade_5_1,0.46,0.874
C2_central_grade_5_1,0.46,0.875
C2_central_grade_5_1,0.46,0.876
C2_central_grade_5_1,0.461,0.876
C2_central_grade_5_1,0.461,0.877
C2_central_grade_5_1,0.461,0.878
C2_central_grade_5_1,0.462,0.878
C2_central_grade_5_1,0.463,0.878
C2_central_grade_5_1,0.463,0.879
C2_central_grade_5_1,0.464,0.879
C2_central_grade_5_1,0.465,0.879
C2_central_grade_5_1,0.47,0.879
C2_central_grade_5_1,0.47,0.888
C2_central_grade_5_1,0.47,0.889
C2_central_grade_5_1,0.47,0.89
C2_central_grade_5_1,0.471,0.89
C2_central_grade_5_1,0.471,0.891
C2_central_grade_5_1,0.471,0.892
C2_central_grade_5_1,0.472,0.892
C2_central_grade_5_1,0.473,0.892
C2_central_grade_5_1,0.473,0.893
C2_central_grade_5_1,0.474,0.893
C2_central_grade_5_1,0.475,0.893
C2_central_grade_5_1,0.525,0.893
C2_central_grade_5_1,0.526,0.893
C2_central_grade_5_1,0.527,0.893
C2_central_grade_5_1,0.527,0.892
C2_central_grade_5_1,0.528,0.892
C2_central_grade_5_1,0.529,0.892
C2_central_grade_5_1,0.529,0.891
C2_central_grade_5_1,0.529,0.89
C2_central_grade_5_1,0.53,0.89
C2_central_grade_5_1,0.53,0.889
C2_central_grade_5_1,0.53,0.888
C2_central_grade_5_1,0.53,0.879
C2_central_grade_5_1,0.535,0.879
C2_central_grade_5_1,0.536,0.879
C2_central_grade_5_1,0.537,0.879
C2_central_grade_5_1,0.537,0.878
C2_central_grade_5_1,0.538,0.878
C2_central_grade_5_1,0.539,0.878
C2_central_grade_5_1,0.539,0.877
C2_central_grade_5_1,0.539,0.876
C2_central_grade_5_1,0.54,0.876
C2_central_grade_5_1,0.54,0.875
C2_central_grade_5_1,0.54,0.874
C2_central_grade_5_1,0.54,0.865
C2_central_grade_5_1,0.54,0.864
C2_central_grade_5_1,0.54,0.863
C2_central_grade_5_1,0.539,0.863
C2_central_grade_5_1,0.539,0.862
C2_central_grade_5_1,0.539,0.861
C2_central_grade_5_1,0.538,0.861
C2_central_grade_5_1,0.537,0.861
C2_central_grade_5_1,0.537,0.86
C2_central_grade_5_1,0.536,0.86
C2_central_grade_5_1,0.535,0.86
C2_central_grade_5_1,0.53,0.86
C2_central_grade_5_1,0.529,0.86
C2_central_grade_5_1,0.529,0.859
C2_central_grade_5_1,0.529,0.858
C2_central_grade_5_1,0.528,0.858
C2_central_grade_5_1,0.527,0.858
C2_central_grade_5_1,0.527,0.857
C2_central_grade_5_1,0.526,0.857
C2_central_grade_5_1,0.525,0.857
C2_central_grade_5_1,0.475,0.857
C2_central_grade_5_1,0.474,0.857
C2_central_grade_5_1,0.473,0.857
C2_central_grade_5_1,0.473,0.858
C2_central_grade_5_1,0.472,0.858
C2_central_grade_5_1,0.471,0.858
C2_central_grade_5_1,0.471,0.859
C2_central_grade_5_1,0.471,0.86
C2_central_grade_5_1,0.47,0.86
C2_left_grade_1_1,0.473,0.863
C2_left_grade_1_1,0.49,0.863
C2_left_grade_1_1,0.49,0.853
C2_left_grade_1_1,0.473,0.863
C2_right_grade_1_1,0.527,0.863
C2_right_grade_1_1,0.51,0.863
C2_right_grade_1_1,0.51,0.853
C2_right_grade_1_1,0.527,0.863
C3_central_grade_2_1,0.474,0.846
C3_central_grade_2_1,0.491,0.836
C3_central_grade_2_1,0.509,0.836
C3_central_grade_2_1,0.526,0.846
C3_central_grade_2_1,0.527,0.846
C3_central_grade_2_1,0.528,0.846
C3_central_grade_2_1,0.528,0.845
C3_central_grade_2_1,0.529,0.845
C3_central_grade_2_1,0.529,0.844
C3_central_grade_2_1,0.529,0.834
C3_central_grade_2_1,0.529,0.833
C3_central_grade_2_1,0.528,0.833
C3_central_grade_2_1,0.528,0.832
C3_central_grade_2_1,0.527,0.832
C3_central_grade_2_1,0.473,0.832
C3_central_grade_2_1,0.472,0.832
C3_central_grade_2_1,0.472,0.833
C3_central_grade_2_1,0.471,0.833
C3_central_grade_2_1,0.471,0.834
C3_central_grade_2_1,0.471,0.844
C3_central_grade_2_1,0.471,0.845
C3_central_grade_2_1,0.472,0.845
C3_central_grade_2_1,0.472,0.846
C3_central_grade_2_1,0.473,0.846
C3_central_grade_2_1,0.474,0.846
C3_central_grade_3_1,0.475,0.87
C3_central_grade_3_1,0.525,0.87
C3_central_grade_3_1,0.526,0.87
C3_central_grade_3_1,0.527,0.87
C3_central_grade_3_1,0.527,0.869
C3_central_grade_3_1,0.528,0.869
C3_central_grade_3_1,0.529,0.869
C3_central_grade_3_1,0.529,0.868
C3_central_grade_3_1,0.529,0.867
C3_central_grade_3_1,0.53,0.867
C3_central_grade_3_1,0.53,0.866
C3_central_grade_3_1,0.53,0.865
C3_central_grade_3_1,0.53,0.858
C3_central_grade_3_1,0.531,0.858
C3_central_grade_3_1,0.532,0.858
C3_central_grade_3_1,0.532,0.857
C3_central_grade_3_1,0.533,0.857
C3_central_grade_3_1,0.534,0.857
C3_central_grade_3_1,0.534,0.856
C3_central_grade_3_1,0.534,0.855
C3_central_grade_3_1,0.535,0.855
C3_central_grade_3_1,0.535,0.854
C3_central_grade_3_1,0.535,0.853
C3_central_grade_3_1,0.535,0.847
C3_central_grade_3_1,0.535,0.846
C3_central_grade_3_1,0.535,0.845
C3_central_grade_3_1,0.534,0.845
C3_central_grade_3_1,0.534,0.844
C3_central_grade_3_1,0.534,0.843
C3_central_grade_3_1,0.533,0.843
C3_central_grade_3_1,0.532,0.843
C3_central_grade_3_1,0.532,0.842
C3_central_grade_3_1,0.531,0.842
C3_central_grade_3_1,0.53,0.842
C3_central_grade_3_1,0.53,0.841
C3_central_grade_3_1,0.53,0.84
C3_central_grade_3_1,0.529,0.84
C3_central_grade_3_1,0.529,0.839
C3_central_grade_3_1,0.529,0.838
C3_central_grade_3_1,0.528,0.838
C3_central_grade_3_1,0.527,0.838
C3_central_grade_3_1,0.527,0.837
C3_central_grade_3_1,0.526,0.837
C3_central_grade_3_1,0.525,0.837
C3_central_grade_3_1,0.475,0.837
C3_central_grade_3_1,0.474,0.837
C3_central_grade_3_1,0.473,0.837
C3_central_grade_3_1,0.473,0.838
C3_central_grade_3_1,0.472,0.838
C3_central_grade_3_1,0.471,0.838
C3_central_grade_3_1,0.471,0.839
C3_central_grade_3_1,0.471,0.84
C3_central_grade_3_1,0.47,0.84
C3_central_grade_3_1,0.47,0.841
C3_central_grade_3_1,0.47,0.842
C3_central_grade_3_1,0.469,0.842
C3_central_grade_3_1,0.468,0.842
C3_central_grade_3_1,0.468,0.843
C3_central_grade_3_1,0.467,0.843
C3_central_grade_3_1,0.466,0.843
C3_central_grade_3_1,0.466,0.844
C3_central_grade_3_1,0.466,0.845
C3_central_grade_3_1,0.465,0.845
C3_central_grade_3_1,0.465,0.846
C3_central_grade_3_1,0.465,0.847
C3_central_grade_3_1,0.465,0.853
C3_central_grade_3_1,0.465,0.854
C3_central_grade_3_1,0.465,0.855
C3_central_grade_3_1,0.466,0.855
C3_central_grade_3_1,0.466,0.856
C3_central_grade_3_1,0.466,0.857
C3_central_grade_3_1,0.467,0.857
C3_central_grade_3_1,0.468,0.857
C3_central_grade_3_1,0.468,0.858
C3_central_grade_3_1,0.469,0.858
C3_central_grade_3_1,0.47,0.858
C3_central_grade_3_1,0.47,0.865
C3_central_grade_3_1,0.47,0.866
C3_central_grade_3_1,0.47,0.867
C3_central_grade_3_1,0.471,0.867
C3_central_grade_3_1,0.471,0.868
C3_central_grade_3_1,0.471,0.869
C3_central_grade_3_1,0.472,0.869
C3_central_grade_3_1,0.473,0.869
C3_central_grade_3_1,0.473,0.87
C3_central_grade_3_1,0.474,0.87
C3_central_grade_3_1,0.475,0.87
C3_central_grade_4_1,0.475,0.87
C3_central_grade_4_1,0.525,0.87
C3_central_grade_4_1,0.526,0.87
C3_central_grade_4_1,0.527,0.87
C3_central_grade_4_1,0.527,0.869
C3_central_grade_4_1,0.528,0.869
C3_central_grade_4_1,0.529,0.869
C3_central_grade_4_1,0.529,0.868
C3_central_grade_4_1,0.529,0.867
C3_central_grade_4_1,0.53,0.867
C3_central_grade_4_1,0.53,0.866
C3_central_grade_4_1,0.53,0.865
C3_central_grade_4_1,0.53,0.858
C3_central_grade_4_1,0.531,0.858
C3_central_grade_4_1,0.532,0.858
C3_central_grade_4_1,0.532,0.857
C3_central_grade_4_1,0.533,0.857
C3_central_grade_4_1,0.534,0.857
C3_central_grade_4_1,0.534,0.856
C3_central_grade_4_1,0.534,0.855
C3_central_grade_4_1,0.535,0.855
C3_central_grade_4_1,0.535,0.854
C3_central_grade_4_1,0.535,0.853
C3_central_grade_4_1,0.535,0.847
C3_central_grade_4_1,0.535,0.846
C3_central_grade_4_1,0.535,0.845
C3_central_grade_4_1,0.534,0.845
C3_central_grade_4_1,0.534,0.844
C3_central_grade_4_1,0.534,0.843
C3_central_grade_4_1,0.533,0.843
C3_central_grade_4_1,0.532,0.843
C3_central_grade_4_1,0.532,0.842
C3_central_grade_4_1,0.531,0.842
C3_central_grade_4_1,0.53,0.842
C3_central_grade_4_1,0.53,0.841
C3_central_grade_4_1,0.53,0.84
C3_central_grade_4_1,0.529,0.84
C3_central_grade_4_1,0.529,0.839
C3_central_grade_4_1,0.529,0.838
C3_central_grade_4_1,0.528,0.838
C3_central_grade_4_1,0.527,0.838
C3_central_grade_4_1,0.527,0.837
C3_central_grade_4_1,0.526,0.837
C3_central_grade_4_1,0.525,0.837
C3_central_grade_4_1,0.475,0.837
C3_central_grade_4_1,0.474,0.837
C3_central_grade_4_1,0.473,0.837
C3_central_grade_4_1,0.473,0.838
C3_central_grade_4_1,0.472,0.838
C3_central_grade_4_1,0.471,0.838
C3_central_grade_4_1,0.471,0.839
C3_central_grade_4_1,0.471,0.84
C3_central_grade_4_1,0.47,0.84
C3_central_grade_4_1,0.47,0.841
C3_central_grade_4_1,0.47,0.842
C3_central_grade_4_1,0.469,0.842
C3_central_grade_4_1,0.468,0.842
C3_central_grade_4_1,0.468,0.843
C3_central_grade_4_1,0.467,0.843
C3_central_grade_4_1,0.466,0.843
C3_central_grade_4_1,0.466,0.844
C3_central_grade_4_1,0.466,0.845
C3_central_grade_4_1,0.465,0.845
C3_central_grade_4_1,0.465,0.846
C3_central_grade_4_1,0.465,0.847
C3_central_grade_4_1,0.465,0.853
C3_central_grade_4_1,0.465,0.854
C3_central_grade_4_1,0.465,0.855
C3_central_grade_4_1,0.466,0.855
C3_central_grade_4_1,0.466,0.856
C3_central_grade_4_1,0.466,0.857
C3_central_grade_4_1,0.467,0.857
C3_central_grade_4_1,0.468,0.857
C3_central_grade_4_1,0.468,0.858
C3_central_grade_4_1,0.469,0.858
C3_central_grade_4_1,0.47,0.858
C3_central_grade_4_1,0.47,0.865
C3_central_grade_4_1,0.47,0.866
C3_central_grade_4_1,0.47,0.867
C3_central_grade_4_1,0.471,0.867
C3_central_grade_4_1,0.471,0.868
C3_central_grade_4_1,0.471,0.869
C3_central_grade_4_1,0.472,0.869
C3_central_grade_4_1,0.473,0.869
C3_central_grade_4_1,0.473,0.87
C3_central_grade_4_1,0.474,0.87
C3_central_grade_4_1,0.475,0.87
C3_central_grade_5_1,0.475,0.87
